codTrafo,dirTrafo,latTrafo,lngTrafo,potencia,potenciaDisponible,potenciaSoliAprobadas,potenciaNeta,demandaEnergiaUno,energiaEntregarHora,energiaDisponible,pctPotencia,pctEnergia,fases,codCircuito,circuito,codSubE,codBarrio,codCiudad,codPropietario,formTrafo,nodoTrafo,codTrafoDis,codigoTipoApoyo,demandaEnergiaDos,energiaEntregarHoraPico
P977,R FCA LA ULTIMA CABA          0,3.328254,-76.641832,15,7.5,0,7.5,3.49,0,3.49,0.0,0.0,2,20 306,6,20 ,001,01,P,NIVELII,1172409,13630,01,4.6,0
P4458,R FCA PICO DE AGUILA          0,3.320836,-76.60051,45,22.5,0,22.5,10.48,0,10.48,0.0,0.0,3,20 306,6,20 ,001,01,P,NIVELII,1240595,13655,01,13.81,0
P4759,RLA JULIANA                   0,3.324443,-76.627463,25,12.5,0,12.5,5.82,0,5.82,0.0,0.0,2,20 306,6,20 ,001,01,P,NIVELII,5020174,13597,01,7.67,0
E12032,RINSPECCION POLICIA PANCE     0,3.328761,-76.635818,15,7.5,0,7.5,3.49,0,3.49,0.0,0.0,2,20 306,6,20 ,001,01,E,NIVELII,5172080,13623,01,4.6,0
E20240,R LADO INSP POLI PAN          0,3.32867,-76.634635,50,25.0,0,25.0,11.64,0,11.64,0.0,0.0,2,20 306,6,20 ,001,01,1,NIVELII,1163850,26521,01,15.35,0
P9336,R FCA LA MAJA                 0,3.323952,-76.624378,10,5.0,0,5.0,2.33,0,2.33,0.0,0.0,2,20 306,6,20 ,001,01,P,NIVELII,1138391,13594,01,3.07,0
P10163,RESCUELA VEREDA SAN FRANCISCO-PANCE              -,3.334188,-76.606163,15,7.5,0,7.5,3.49,0,3.49,0.0,0.0,2,20 306,6,20 ,001,01,P,NIVELII,2037777,21772,01,4.6,0
P9532,R SAN PABLO                   0,3.33874,-76.628515,15,7.5,0,7.5,3.49,0,3.49,0.0,0.0,2,20 306,6,20 ,001,01,P,NIVELII,1240714,13621,01,4.6,0
P108,R AL LADO DE ENCANTO          0,3.333215,-76.610901,5,2.5,0,2.5,1.16,0,1.16,0.0,0.0,2,20 306,6,20 ,001,01,P,NIVELII,1243390,13586,01,1.53,0
E15997,R                             0,3.318111,-76.600202,25,12.5,0,12.5,5.82,0,5.82,0.0,0.0,2,20 306,6,20 ,001,01,E,NIVELII,5029872,22206,01,7.67,0
E5054,RCARRET PANCE C.EL TRUENO     0,3.326763,-76.630248,10,5.0,0,5.0,2.33,0,2.33,0.0,0.0,2,20 306,6,20 ,001,01,E,NIVELII,5027675,13611,01,3.07,0
P3109,R DTRO CHORRERA DEL           0,3.332306,-76.614407,25,12.5,0,12.5,5.82,0,5.82,0.0,0.0,2,20 306,6,20 ,001,01,P,NIVELII,1138332,13588,01,7.67,0
P5684,R VEREDA EL BANQUEO           0,3.326224,-76.605818,50,25.0,0,25.0,11.64,0,11.64,0.0,0.0,2,20 306,6,20 ,001,01,P,NIVELII,5239494,13642,01,15.35,0
E15560,R PUEBLO DE PANCE             0,3.331217,-76.63601,50,25.0,0,25.0,11.64,0,11.64,0.0,0.0,2,20 306,6,20 ,001,01,E,NIVELII,1163884,17018,01,15.35,0
P2986,R FCA ROCADURA                0,3.321592,-76.630028,10,5.0,0,5.0,2.33,0,2.33,0.0,0.0,2,20 306,6,20 ,001,01,P,NIVELII,1138529,13604,01,3.07,0
E6605,R ADELANTE DE LA CHORRERA INDI0,3.328237,-76.61706,37.5,18.75,0,18.75,8.73,0,8.73,0.0,0.0,2,20 306,6,20 ,001,01,E,NIVELII,5188628,13590,01,11.51,0
E9990,RALTO TRUENO LA CASTILLANA    0,3.332118,-76.633779,37.5,18.75,0,18.75,8.73,0,8.73,0.0,0.0,2,20 306,6,20 ,001,01,E,NIVELII,6068341,13619,01,11.51,0
P7166,RRINCON DE CHORRO DE PLATA    0,3.338004,-76.602512,15,7.5,0,7.5,3.49,0,3.49,0.0,0.0,2,20 306,6,20 ,001,01,P,NIVELII,5181712,13577,01,4.6,0
P4138,R FCA EL JARDIN               0,3.334679,-76.604392,15,7.5,0,7.5,3.49,0,3.49,0.0,0.0,2,20 306,6,20 ,001,01,P,NIVELII,1138294,13583,01,4.6,0
P4169,R                             0,3.336868,-76.601146,15,7.5,0,7.5,3.49,0,3.49,0.0,0.0,2,20 306,6,20 ,001,01,P,NIVELII,1138227,13581,01,4.6,0
E4535,R ARRIBA PUEBLO PANC          0,3.333582,-76.638454,37.5,18.75,0,18.75,8.73,0,8.73,0.0,0.0,2,20 306,6,20 ,001,01,E,NIVELII,1163906,13618,01,11.51,0
P11932,RVORAGINE RINCON CHORRO PLATA-CASA PATRICIA DUEÑ 0,3.340267,-76.600623,15,7.5,0,7.5,3.49,0,3.49,0.0,0.0,2,20 306,6,20 ,001,01,P,,2087375,21057,01,4.6,0
P880,R FCA LA FORTALEZA            0,3.33683,-76.600403,10,5.0,0,5.0,2.33,0,2.33,0.0,0.0,2,20 306,6,20 ,001,01,P,NIVELII,1138251,13580,01,3.07,0
E19422,RVIA AL PALO                  0,3.328019,-76.64264,37.5,18.75,0,18.75,8.73,0,8.73,0.0,0.0,2,20 306,6,20 ,001,01,E,NIVELII,5185840,26041,01,11.51,0
P421,R ENTRA CHORRERA DEL          0,3.331998,-76.613145,15,7.5,0,7.5,3.49,0,3.49,0.0,0.0,2,20 306,6,20 ,001,01,P,NIVELII,1138324,13587,01,4.6,0
P1804,R FCA LA AURORA               0,3.322856,-76.625167,10,5.0,0,5.0,2.33,0,2.33,0.0,0.0,2,20 306,6,20 ,001,01,P,NIVELII,1138413,13595,01,3.07,0
P6868,RCASA LILIANA POSSO           0,3.323816,-76.629018,25,12.5,0,12.5,5.82,0,5.82,0.0,0.0,2,20 306,6,20 ,001,01,P,NIVELII,5162629,13599,01,7.67,0
E5042,R CARRET PUEBLO PANC          0,3.32644,-76.630806,37.5,18.75,0,18.75,8.73,0,8.73,0.0,0.0,2,20 306,6,20 ,001,01,E,NIVELII,1163825,13610,01,11.51,0
E15717,,3.32889,-76.632281,50,25.0,0,25.0,11.64,0,11.64,0.0,0.0,2,20 306,6,20 ,001,01,E,NIVELII,5293715,17405,01,15.35,0
P945,R FCA LA CRISTALINA           0,3.325925,-76.63224,5,2.5,0,2.5,1.16,0,1.16,0.0,0.0,2,20 306,6,20 ,001,01,P,NIVELII,1172417,13612,01,1.53,0
E19519,R VILLA ESPERANZA             0,3.335999,-76.602267,15,7.5,0,7.5,3.49,0,3.49,0.0,0.0,2,20 306,6,20 ,001,01,2,NIVELII,1138286,27315,01,4.6,0
E19502,R CANCHA FUBOLT PANCE         0,3.326072,-76.630591,25,12.5,0,12.5,5.82,0,5.82,0.0,0.0,2,20 306,6,20 ,001,01,1,NIVELII,5172039,27199,01,7.67,0
P5056,RHATO VIEJO                   0,3.32883,-76.639272,37.5,18.75,0,18.75,8.73,0,8.73,0.0,0.0,2,20 306,6,20 ,001,01,P,NIVELII,5030935,13628,01,11.51,0
P9337,R CARRET A PANCE              0,3.324903,-76.629531,15,7.5,0,7.5,3.49,0,3.49,0.0,0.0,2,20 306,6,20 ,001,01,P,NIVELII,1138472,13600,01,4.6,0
E15535,R VILLA LUISA                 0,3.325621,-76.62177,75,37.5,0,37.5,17.46,0,17.46,0.0,0.0,2,20 306,6,20 ,001,01,E,NIVELII,1138383,23305,01,23.02,0
E1601,R ENTRA PUEBLO PANCE          0,3.328008,-76.633008,25,12.5,0,12.5,5.82,0,5.82,0.0,0.0,2,20 306,6,20 ,001,01,E,NIVELII,1163841,13614,01,7.67,0
E4496,RABAJO DE PITALITO            0,3.323446,-76.630101,15,7.5,0,7.5,3.49,0,3.49,0.0,0.0,2,20 306,6,20 ,001,01,E,NIVELII,1240650,13602,01,4.6,0
P6715,RCARRET PANCE EL CHALET       0,3.32702,-76.618188,10,5.0,0,5.0,2.33,0,2.33,0.0,0.0,2,20 306,6,20 ,001,01,P,NIVELII,5147778,13591,01,3.07,0
P580,R CARRET A PANCE              0,3.333589,-76.608717,10,5.0,0,5.0,2.33,0,2.33,0.0,0.0,2,20 306,6,20 ,001,01,P,NIVELII,1138308,13585,01,3.07,0
P8289,RFINCA VILLA TAURO            0,3.329493,-76.637028,25,12.5,0,12.5,5.82,0,5.82,0.0,0.0,2,20 306,6,20 ,001,01,P,NIVELII,5270618,13626,01,7.67,0
E16814,R CARRET A PANCE              0,3.324549,-76.628591,37.5,18.75,0,18.75,8.73,0,8.73,0.0,0.0,2,20 306,6,20 ,001,01,E,NIVELII,1138456,20155,01,11.51,0
P1749,R FCA CASITA DE PAPE          0,3.328766,-76.639747,15,7.5,0,7.5,3.49,0,3.49,0.0,0.0,2,20 306,6,20 ,001,01,P,NIVELII,1172395,13629,01,4.6,0
P10900,RPUEBLO PANCE CASA D.CUCALON                     0,3.328881,-76.638491,15,7.5,0,7.5,3.49,0,3.49,0.0,0.0,2,20 306,6,20 ,001,01,P,,6739881,18125,01,4.6,0
P14405,RLOTE27 -KM.2 INERNO CHORRO DE PLATA-CRISTIAN ROM0,3.338239,-76.602537,15,7.5,0,7.5,3.49,0,3.49,0.0,0.0,2,20 306,6,20 ,001,01,2,,2532450,27486,01,4.6,0
P1075,R FCA CAMINO VERDE            0,3.328451,-76.636722,15,7.5,0,7.5,3.49,0,3.49,0.0,0.0,2,20 306,6,20 ,001,01,P,NIVELII,1240692,13625,01,4.6,0
P978,R FCA LOS ALPES               0,3.328887,-76.638846,15,7.5,0,7.5,3.49,0,3.49,0.0,0.0,2,20 306,6,20 ,001,01,P,NIVELII,1172387,13627,01,4.6,0
P12655,RRINCON CHORRO DE PLATA LOTE 9 -  LA GARITA 0    -,3.340158,-76.600114,15,7.5,0,7.5,3.49,0,3.49,0.0,0.0,2,20 306,6,20 ,001,01,P,NIVELII,5049121,24029,01,4.6,0
E6169,R LOS URALES                  0,3.337744,-76.635834,25,12.5,0,12.5,5.82,0,5.82,0.0,0.0,2,20 306,6,20 ,001,01,E,NIVELII,1163914,22483,01,7.67,0
P4360,paloalto,3.334795,-76.551815,75,37.5,0,37.5,20.68,0,20.68,0.0,0.0,2,20 307,7,20 ,001,01,P,NIVELII,1247905,13304,01,23.15,0
P7826,R RECREAC POPULAR             0,3.347397,-76.568829,30,15.0,0,15.0,6.99,0,6.99,0.0,0.0,3,20 306,6,20 ,001,01,P,NIVELII,1134183,13532,01,9.21,0
P3783,R CLL LOS GUADUALES           0,3.342397,-76.595306,45,22.5,0,22.5,10.48,0,10.48,0.0,0.0,3,20 306,6,20 ,001,01,P,NIVELII,1137972,13561,01,13.81,0
P2500,R                             0,3.339048,-76.588157,15,7.5,0,7.5,3.49,0,3.49,0.0,0.0,2,20 306,6,20 ,001,01,P,NIVELII,1240358,13637,01,4.6,0
P14294,K119         5      122ZC                        0,3.347658,-76.552378,300,150.0,0,150.0,48.83,0,48.83,0.0,0.0,3,20 309,9,20 ,001,01,2,,2519283,27464,07,95.69,0
P11292,R RACELACION CHORRO DE PLATA                     0,3.341064,-76.599641,15,7.5,0,7.5,3.49,0,3.49,0.0,0.0,2,20 306,6,20 ,001,01,P,,6768717,19270,01,4.6,0
E18500,RTRAFO 6 LOMAS DEL VIENTO ETAPA 6                -,3.30965,-76.558143,75,37.5,0,37.5,20.82,0,20.82,0.0,0.0,3,20 305,5,20 ,001,01,E,,2213427,23229,07,21.13,0
E21069,C  4       173      850 T 5                      0,3.309428,-76.570763,75,37.5,0,37.5,20.82,0,20.82,0.0,0.0,3,20 305,5,20 ,001,01,1,,2405547,26402,07,21.13,0
E19494,RDireccion NO DISPONIBLE ---- 0,3.308636,-76.580815,25,12.5,0,12.5,5.82,0,5.82,0.0,0.0,2,20 306,6,20 ,001,01,1,NIVELII,5051380,26923,01,7.67,0
E21065,C  4       173      850 T 1                      0,3.30776,-76.567948,75,37.5,0,37.5,20.82,0,20.82,0.0,0.0,3,20 305,5,20 ,001,01,1,,2405482,26410,07,21.13,0
